"Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value","ID","IDROW","IDCOL","IDX","IDROWCOL","adjmth1","adjmth3"
284,102,1,1,0,0,284,2019,"Preston","BxN-RIL-359-4","V3",3,"2019_Preston_BxN-RIL-359-4","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",2.77777777777778,3.15028039284054
284,102,1,1,0,0,284,2019,"Preston","BxN-RIL-359-4","W1",4,"2019_Preston_BxN-RIL-359-4","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",4.62222222222222,3.68766916156347
284,102,1,1,0,0,284,2019,"Preston","BxN-RIL-359-4","W2",6,"2019_Preston_BxN-RIL-359-4","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",5.45555555555556,5.51425274916654
284,102,1,1,0,0,284,2019,"Preston","BxN-RIL-359-4","W3",5,"2019_Preston_BxN-RIL-359-4","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",6.72222222222222,5.20108744194355
673,103,1,1,0,0,673,2019,"Preston","NxB-RIL-374-22","STD",3,"2019_Preston_NxB-RIL-374-22","2019_Preston_STD_1","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_1_1",2.87777777777778,2.9328763348507
673,103,1,1,0,0,673,2019,"Preston","NxB-RIL-374-22","V1",3,"2019_Preston_NxB-RIL-374-22","2019_Preston_V1_1","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_1_1",2.85555555555556,3.08651828334684
673,103,1,1,0,0,673,2019,"Preston","NxB-RIL-374-22","V2",3,"2019_Preston_NxB-RIL-374-22","2019_Preston_V2_1","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_1_1",2.01111111111111,2.80282946626847
673,103,1,1,0,0,673,2019,"Preston","NxB-RIL-374-22","V3",3,"2019_Preston_NxB-RIL-374-22","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",2.77777777777778,3.15028039284054
673,103,1,1,0,0,673,2019,"Preston","NxB-RIL-374-22","W1",5,"2019_Preston_NxB-RIL-374-22","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",5.62222222222222,4.68766916156347
673,103,1,1,0,0,673,2019,"Preston","NxB-RIL-374-22","W2",6,"2019_Preston_NxB-RIL-374-22","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",5.45555555555556,5.51425274916654
673,103,1,1,0,0,673,2019,"Preston","NxB-RIL-374-22","W3",7,"2019_Preston_NxB-RIL-374-22","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",8.72222222222222,7.20108744194355
40,104,1,1,0,0,40,2019,"Preston","BxN-RIL-347-19","STD",2,"2019_Preston_BxN-RIL-347-19","2019_Preston_STD_1","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_1_1",1.87777777777778,1.9328763348507
40,104,1,1,0,0,40,2019,"Preston","BxN-RIL-347-19","V1",2,"2019_Preston_BxN-RIL-347-19","2019_Preston_V1_1","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_1_1",1.85555555555556,2.08651828334684
40,104,1,1,0,0,40,2019,"Preston","BxN-RIL-347-19","V2",2,"2019_Preston_BxN-RIL-347-19","2019_Preston_V2_1","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_1_1",1.01111111111111,1.80282946626847
40,104,1,1,0,0,40,2019,"Preston","BxN-RIL-347-19","V3",1,"2019_Preston_BxN-RIL-347-19","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",0.777777777777778,1.15028039284054
40,104,1,1,0,0,40,2019,"Preston","BxN-RIL-347-19","W1",3,"2019_Preston_BxN-RIL-347-19","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",3.62222222222222,2.68766916156347
40,104,1,1,0,0,40,2019,"Preston","BxN-RIL-347-19","W2",4,"2019_Preston_BxN-RIL-347-19","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",3.45555555555556,3.51425274916654
40,104,1,1,0,0,40,2019,"Preston","BxN-RIL-347-19","W3",1,"2019_Preston_BxN-RIL-347-19","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",2.72222222222222,1.20108744194355
715,105,1,1,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_1","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_1_1",2.87777777777778,2.9328763348507
715,105,1,1,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_1","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_1_1",1.85555555555556,2.08651828334684
715,105,1,1,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_1","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_1_1",2.01111111111111,2.80282946626847
715,105,1,1,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",1.77777777777778,2.15028039284054
715,105,1,1,1,0,715,2019,"Preston","NorLin","W1",3,"2019_Preston_NorLin","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",3.62222222222222,2.68766916156347
715,105,1,1,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",4.45555555555556,4.51425274916654
715,105,1,1,1,0,715,2019,"Preston","NorLin","W3",0,"2019_Preston_NorLin","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",0,0
108,106,1,1,0,0,108,2019,"Preston","BxN-RIL-351-2","STD",2,"2019_Preston_BxN-RIL-351-2","2019_Preston_STD_1","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_1_1",1.87777777777778,1.9328763348507
108,106,1,1,0,0,108,2019,"Preston","BxN-RIL-351-2","V1",2,"2019_Preston_BxN-RIL-351-2","2019_Preston_V1_1","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_1_1",1.85555555555556,2.08651828334684
108,106,1,1,0,0,108,2019,"Preston","BxN-RIL-351-2","V2",3,"2019_Preston_BxN-RIL-351-2","2019_Preston_V2_1","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_1_1",2.01111111111111,2.80282946626847
108,106,1,1,0,0,108,2019,"Preston","BxN-RIL-351-2","V3",2,"2019_Preston_BxN-RIL-351-2","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",1.77777777777778,2.15028039284054
108,106,1,1,0,0,108,2019,"Preston","BxN-RIL-351-2","W1",5,"2019_Preston_BxN-RIL-351-2","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",5.62222222222222,4.68766916156347
108,106,1,1,0,0,108,2019,"Preston","BxN-RIL-351-2","W2",6,"2019_Preston_BxN-RIL-351-2","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",5.45555555555556,5.51425274916654
108,106,1,1,0,0,108,2019,"Preston","BxN-RIL-351-2","W3",5,"2019_Preston_BxN-RIL-351-2","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",6.72222222222222,5.20108744194355
456,107,1,1,0,0,456,2019,"Preston","NxB-RIL-365-18","STD",2,"2019_Preston_NxB-RIL-365-18","2019_Preston_STD_1","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_1_1",1.87777777777778,1.9328763348507
456,107,1,1,0,0,456,2019,"Preston","NxB-RIL-365-18","V1",2,"2019_Preston_NxB-RIL-365-18","2019_Preston_V1_1","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_1_1",1.85555555555556,2.08651828334684
456,107,1,1,0,0,456,2019,"Preston","NxB-RIL-365-18","V2",4,"2019_Preston_NxB-RIL-365-18","2019_Preston_V2_1","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_1_1",3.01111111111111,3.80282946626847
456,107,1,1,0,0,456,2019,"Preston","NxB-RIL-365-18","V3",3,"2019_Preston_NxB-RIL-365-18","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",2.77777777777778,3.15028039284054
456,107,1,1,0,0,456,2019,"Preston","NxB-RIL-365-18","W1",0,"2019_Preston_NxB-RIL-365-18","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",0,0
456,107,1,1,0,0,456,2019,"Preston","NxB-RIL-365-18","W2",3,"2019_Preston_NxB-RIL-365-18","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",2.45555555555556,2.51425274916654
456,107,1,1,0,0,456,2019,"Preston","NxB-RIL-365-18","W3",2,"2019_Preston_NxB-RIL-365-18","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",3.72222222222222,2.20108744194355
389,108,1,1,0,0,389,2019,"Preston","NxB-RIL-362-20","STD",3,"2019_Preston_NxB-RIL-362-20","2019_Preston_STD_1","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_1_1",2.87777777777778,2.9328763348507
389,108,1,1,0,0,389,2019,"Preston","NxB-RIL-362-20","V1",3,"2019_Preston_NxB-RIL-362-20","2019_Preston_V1_1","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_1_1",2.85555555555556,3.08651828334684
389,108,1,1,0,0,389,2019,"Preston","NxB-RIL-362-20","V2",4,"2019_Preston_NxB-RIL-362-20","2019_Preston_V2_1","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_1_1",3.01111111111111,3.80282946626847
389,108,1,1,0,0,389,2019,"Preston","NxB-RIL-362-20","V3",3,"2019_Preston_NxB-RIL-362-20","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",2.77777777777778,3.15028039284054
389,108,1,1,0,0,389,2019,"Preston","NxB-RIL-362-20","W1",4,"2019_Preston_NxB-RIL-362-20","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",4.62222222222222,3.68766916156347
389,108,1,1,0,0,389,2019,"Preston","NxB-RIL-362-20","W2",4,"2019_Preston_NxB-RIL-362-20","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",3.45555555555556,3.51425274916654
389,108,1,1,0,0,389,2019,"Preston","NxB-RIL-362-20","W3",2,"2019_Preston_NxB-RIL-362-20","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",3.72222222222222,2.20108744194355
465,109,1,1,0,0,465,2019,"Preston","NxB-RIL-365-28","STD",1,"2019_Preston_NxB-RIL-365-28","2019_Preston_STD_1","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_1_1",0.877777777777778,0.932876334850697
465,109,1,1,0,0,465,2019,"Preston","NxB-RIL-365-28","V1",1,"2019_Preston_NxB-RIL-365-28","2019_Preston_V1_1","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_1_1",0.855555555555556,1.08651828334684
465,109,1,1,0,0,465,2019,"Preston","NxB-RIL-365-28","V2",3,"2019_Preston_NxB-RIL-365-28","2019_Preston_V2_1","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_1_1",2.01111111111111,2.80282946626847
465,109,1,1,0,0,465,2019,"Preston","NxB-RIL-365-28","V3",1,"2019_Preston_NxB-RIL-365-28","2019_Preston_V3_1","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_1_1",0.777777777777778,1.15028039284054
465,109,1,1,0,0,465,2019,"Preston","NxB-RIL-365-28","W1",2,"2019_Preston_NxB-RIL-365-28","2019_Preston_W1_1","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_1_1",2.62222222222222,1.68766916156347
465,109,1,1,0,0,465,2019,"Preston","NxB-RIL-365-28","W2",5,"2019_Preston_NxB-RIL-365-28","2019_Preston_W2_1","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_1_1",4.45555555555556,4.51425274916654
465,109,1,1,0,0,465,2019,"Preston","NxB-RIL-365-28","W3",5,"2019_Preston_NxB-RIL-365-28","2019_Preston_W3_1","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_1_1",6.72222222222222,5.20108744194355
86,110,1,2,0,0,86,2019,"Preston","BxN-RIL-349-23","STD",3,"2019_Preston_BxN-RIL-349-23","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",2.47777777777778,2.9328763348507
86,110,1,2,0,0,86,2019,"Preston","BxN-RIL-349-23","V1",4,"2019_Preston_BxN-RIL-349-23","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",3.25555555555556,3.97029969377646
86,110,1,2,0,0,86,2019,"Preston","BxN-RIL-349-23","V2",4,"2019_Preston_BxN-RIL-349-23","2019_Preston_V2_1","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_1_2",2.21111111111111,3.41706103070679
86,110,1,2,0,0,86,2019,"Preston","BxN-RIL-349-23","V3",4,"2019_Preston_BxN-RIL-349-23","2019_Preston_V3_1","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_1_2",3.17777777777778,3.6300790330079
86,110,1,2,0,0,86,2019,"Preston","BxN-RIL-349-23","W1",1,"2019_Preston_BxN-RIL-349-23","2019_Preston_W1_1","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_1_2",2.02222222222222,1.11224389506313
86,110,1,2,0,0,86,2019,"Preston","BxN-RIL-349-23","W2",4,"2019_Preston_BxN-RIL-349-23","2019_Preston_W2_1","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_1_2",3.25555555555556,3.89440277155794
86,110,1,2,0,0,86,2019,"Preston","BxN-RIL-349-23","W3",5,"2019_Preston_BxN-RIL-349-23","2019_Preston_W3_1","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_1_2",6.02222222222222,5.26465702036442
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","STD",1,"2019_Preston_BxN-RIL-360-23","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",0.477777777777778,0.932876334850697
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","V1",1,"2019_Preston_BxN-RIL-360-23","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",0.255555555555556,0.970299693776457
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","V2",2,"2019_Preston_BxN-RIL-360-23","2019_Preston_V2_1","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_1_2",0.211111111111111,1.41706103070679
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","V3",1,"2019_Preston_BxN-RIL-360-23","2019_Preston_V3_1","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_1_2",0.177777777777777,0.630079033007903
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","W1",0,"2019_Preston_BxN-RIL-360-23","2019_Preston_W1_1","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_1_2",0,0
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","W2",4,"2019_Preston_BxN-RIL-360-23","2019_Preston_W2_1","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_1_2",3.25555555555556,3.89440277155794
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","W3",0,"2019_Preston_BxN-RIL-360-23","2019_Preston_W3_1","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_1_2",0,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","STD",2,"2019_Preston_NxB-RIL-363-25","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",1.47777777777778,1.9328763348507
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","V1",2,"2019_Preston_NxB-RIL-363-25","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",1.25555555555556,1.97029969377646
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","V2",4,"2019_Preston_NxB-RIL-363-25","2019_Preston_V2_1","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_1_2",2.21111111111111,3.41706103070679
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","V3",4,"2019_Preston_NxB-RIL-363-25","2019_Preston_V3_1","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_1_2",3.17777777777778,3.6300790330079
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","W1",0,"2019_Preston_NxB-RIL-363-25","2019_Preston_W1_1","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_1_2",0,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","W2",4,"2019_Preston_NxB-RIL-363-25","2019_Preston_W2_1","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_1_2",3.25555555555556,3.89440277155794
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","W3",5,"2019_Preston_NxB-RIL-363-25","2019_Preston_W3_1","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_1_2",6.02222222222222,5.26465702036442
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","STD",2,"2019_Preston_NxB-RIL-362-3","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",1.47777777777778,1.9328763348507
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","V1",2,"2019_Preston_NxB-RIL-362-3","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",1.25555555555556,1.97029969377646
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","V2",4,"2019_Preston_NxB-RIL-362-3","2019_Preston_V2_1","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_1_2",2.21111111111111,3.41706103070679
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","V3",3,"2019_Preston_NxB-RIL-362-3","2019_Preston_V3_1","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_1_2",2.17777777777778,2.6300790330079
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","W1",3,"2019_Preston_NxB-RIL-362-3","2019_Preston_W1_1","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_1_2",4.02222222222222,3.11224389506313
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","W2",4,"2019_Preston_NxB-RIL-362-3","2019_Preston_W2_1","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_1_2",3.25555555555556,3.89440277155794
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","W3",4,"2019_Preston_NxB-RIL-362-3","2019_Preston_W3_1","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_1_2",5.02222222222222,4.26465702036442
715,114,1,2,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",2.47777777777778,2.9328763348507
715,114,1,2,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",2.25555555555556,2.97029969377646
715,114,1,2,1,0,715,2019,"Preston","NorLin","V2",4,"2019_Preston_NorLin","2019_Preston_V2_1","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_1_2",2.21111111111111,3.41706103070679
715,114,1,2,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_1","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_1_2",2.17777777777778,2.6300790330079
715,114,1,2,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_1","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_1_2",0,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_1","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_1_2",3.25555555555556,3.89440277155794
715,114,1,2,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_1","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_1_2",2.02222222222222,1.26465702036442
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","STD",4,"2019_Preston_NxB-RIL-373-29","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",3.47777777777778,3.9328763348507
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","V1",4,"2019_Preston_NxB-RIL-373-29","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",3.25555555555556,3.97029969377646
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","V2",5,"2019_Preston_NxB-RIL-373-29","2019_Preston_V2_1","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_1_2",3.21111111111111,4.41706103070679
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","V3",5,"2019_Preston_NxB-RIL-373-29","2019_Preston_V3_1","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_1_2",4.17777777777778,4.6300790330079
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","W1",6,"2019_Preston_NxB-RIL-373-29","2019_Preston_W1_1","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_1_2",7.02222222222222,6.11224389506313
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","W2",8,"2019_Preston_NxB-RIL-373-29","2019_Preston_W2_1","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_1_2",7.25555555555556,7.89440277155794
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","W3",7,"2019_Preston_NxB-RIL-373-29","2019_Preston_W3_1","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_1_2",8.02222222222222,7.26465702036442
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","STD",2,"2019_Preston_NxB-RIL-362-15","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",1.47777777777778,1.9328763348507
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","V1",3,"2019_Preston_NxB-RIL-362-15","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",2.25555555555556,2.97029969377646
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","V2",5,"2019_Preston_NxB-RIL-362-15","2019_Preston_V2_1","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_1_2",3.21111111111111,4.41706103070679
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","V3",4,"2019_Preston_NxB-RIL-362-15","2019_Preston_V3_1","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_1_2",3.17777777777778,3.6300790330079
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","W1",1,"2019_Preston_NxB-RIL-362-15","2019_Preston_W1_1","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_1_2",2.02222222222222,1.11224389506313
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","W2",6,"2019_Preston_NxB-RIL-362-15","2019_Preston_W2_1","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_1_2",5.25555555555556,5.89440277155794
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","W3",5,"2019_Preston_NxB-RIL-362-15","2019_Preston_W3_1","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_1_2",6.02222222222222,5.26465702036442
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","STD",2,"2019_Preston_BxN-RIL-349-1","2019_Preston_STD_1","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_1_2",1.47777777777778,1.9328763348507
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","V1",3,"2019_Preston_BxN-RIL-349-1","2019_Preston_V1_1","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_1_2",2.25555555555556,2.97029969377646
